date,timestamp_utc,brk_a_close,brk_a_adj_close,rop_close,rop_adj_close,brk_a_total_growth_of_1,rop_total_growth_of_1,brk_a_price_growth_of_1,rop_price_growth_of_1,brk_a_total_return_pct,rop_total_return_pct,brk_a_price_return_pct,rop_price_return_pct,spy_close,spy_adj_close,spy_total_growth_of_1,spy_price_growth_of_1,spy_total_return_pct,spy_price_return_pct,acwi_close,acwi_adj_close,acwi_total_growth_of_1,acwi_price_growth_of_1,acwi_total_return_pct,acwi_price_return_pct
1992-02-13,697991400,8700.0,8700.0,2.046875,1.6349867582321167,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
1992-02-14,698077800,8750.0,8750.0,2.25,1.7972369194030762,1.0057471264367817,1.0992363762911437,1.0057471264367817,1.099236641221374,0.5747126436781658,9.923637629114367,0.5747126436781658,9.92366412213741,,,,,,,,,,,,
1992-02-18,698423400,8750.0,8750.0,2.0625,1.6474673748016357,1.0057471264367817,1.0076334664526667,1.0057471264367817,1.0076335877862594,0.5747126436781658,0.7633466452666715,0.5747126436781658,0.7633587786259444,,,,,,,,,,,,
1992-02-19,698509800,8725.0,8725.0,2.15625,1.7223519086837769,1.0028735632183907,1.0534347755489633,1.0028735632183907,1.0534351145038168,0.2873563218390718,5.343477554896325,0.2873563218390718,5.343511450381677,,,,,,,,,,,,
1992-02-20,698596200,8700.0,8700.0,2.21875,1.772275447845459,1.0,1.0839692975628685,1.0,1.083969465648855,0.0,8.396929756286852,0.0,8.3969465648855,,,,,,,,,,,,
1992-02-21,698682600,8700.0,8700.0,2.28125,1.822198748588562,1.0,1.1145036737538319,1.0,1.1145038167938932,0.0,11.450367375383186,0.0,11.45038167938932,,,,,,,,,,,,
1992-02-24,698941800,8825.0,8825.0,2.3125,1.8471598625183105,1.014367816091954,1.129770533747694,1.014367816091954,1.1297709923664123,1.4367816091954033,12.977053374769397,1.4367816091954033,12.977099236641232,,,,,,,,,,,,
1992-02-25,699028200,8725.0,8725.0,2.28125,1.822198748588562,1.0028735632183907,1.1145036737538319,1.0028735632183907,1.1145038167938932,0.2873563218390718,11.450367375383186,0.2873563218390718,11.45038167938932,,,,,,,,,,,,
1992-02-26,699114600,8725.0,8725.0,2.34375,1.8721216917037964,1.0028735632183907,1.1450378312103822,1.0028735632183907,1.1450381679389312,0.2873563218390718,14.503783121038216,0.2873563218390718,14.50381679389312,,,,,,,,,,,,
1992-02-27,699201000,8725.0,8725.0,2.40625,1.9220460653305054,1.0028735632183907,1.1755728636045841,1.0028735632183907,1.1755725190839694,0.2873563218390718,17.557286360458413,0.2873563218390718,17.557251908396942,,,,,,,,,,,,
1992-02-28,699287400,8725.0,8725.0,2.53125,2.02189302444458,1.0028735632183907,1.2366418347209236,1.0028735632183907,1.2366412213740459,0.2873563218390718,23.66418347209236,0.2873563218390718,23.664122137404586,,,,,,,,,,,,
1992-03-02,699546600,8675.0,8675.0,2.5625,2.04685378074646,0.9971264367816092,1.2519084759803731,0.9971264367816092,1.251908396946565,-0.2873563218390829,25.190847598037315,-0.2873563218390829,25.190839694656496,,,,,,,,,,,,
1992-03-03,699633000,8725.0,8725.0,2.46875,1.971968412399292,1.0028735632183907,1.2061066565037797,1.0028735632183907,1.2061068702290076,0.2873563218390718,20.610665650377967,0.2873563218390718,20.610687022900763,,,,,,,,,,,,
1992-03-04,699719400,8700.0,8700.0,2.4375,1.9470065832138062,1.0,1.1908393590410917,1.0,1.1908396946564885,0.0,19.083935904109172,0.0,19.083969465648853,,,,,,,,,,,,
1992-03-05,699805800,8710.0,8710.0,2.34375,1.8721216917037964,1.0011494252873563,1.1450378312103822,1.0011494252873563,1.1450381679389312,0.11494252873562871,14.503783121038216,0.11494252873562871,14.50381679389312,,,,,,,,,,,,
1992-03-06,699892200,8700.0,8700.0,2.34375,1.8721216917037964,1.0,1.1450378312103822,1.0,1.1450381679389312,0.0,14.503783121038216,0.0,14.50381679389312,,,,,,,,,,,,
1992-03-09,700151400,8725.0,8725.0,2.390625,1.9095649719238281,1.0028735632183907,1.1679391055060337,1.0028735632183907,1.16793893129771,0.2873563218390718,16.793910550603375,0.2873563218390718,16.793893129771,,,,,,,,,,,,
1992-03-10,700237800,8725.0,8725.0,2.4375,1.9470065832138062,1.0028735632183907,1.1908393590410917,1.0028735632183907,1.1908396946564885,0.2873563218390718,19.083935904109172,0.2873563218390718,19.083969465648853,,,,,,,,,,,,
1992-03-11,700324200,8700.0,8700.0,2.453125,1.959488034248352,1.0,1.1984733358740551,1.0,1.1984732824427482,0.0,19.847333587405515,0.0,19.84732824427482,,,,,,,,,,,,
